Name,Position,Total Pass,Accurate Pass,Total Long Balls,Accurate Long Balls,Total Cross,Accurate Cross,Aerial Won,Aerial Lost,Duel Lost,Duel Won,Total Dribbles,Successful Dribbles,Big Chance Created,Big Chance Missed,Interception Won,Dribbled Past,Dispossessed,Error Lead To Shot,Total Tackle,Fouls,Was Fouled,Total Clearance,Key Pass,Shots On Target,Shots Off Target,Goal Assist,Goals,Woodwork,Saves,Punches,Save From Inside The Box,Last Man Tackle,Shots Blocked,Blocked Shots,Total Keeper Sweeper,Accurate Keeper Sweeper,Touches,Total OffSide,Possession Lost Ctrl,Own Goals,MinutesPlayed,place,Team,SofaScore Rating
P. Torres,D,50,43,4,3,0,0,0,2,3,3,2,2,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,7,0,90,Away,Villarreal,7.1
A. Pedraza,D,31,22,3,0,3,0,4,0,6,10,1,1,0,0,2,0,2,0,3,4,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,64,0,18,0,86,Away,Villarreal,7
M. Trigueros,M,35,30,1,0,1,1,0,1,6,2,0,0,2,0,0,1,2,0,0,2,2,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,44,0,7,0,86,Away,Villarreal,7.5
É. Capoue,M,40,34,5,3,0,0,1,1,4,5,1,1,0,0,1,1,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,6,0,66,Away,Villarreal,6.9
D. Parejo,M,76,74,5,5,3,2,0,1,5,4,1,0,2,0,3,2,1,0,3,1,1,0,3,1,1,1,1,0,0,0,0,0,0,0,0,0,93,0,6,0,90,Away,Villarreal,9.3
G. Moreno,F,34,24,3,2,0,0,2,1,9,13,11,6,1,0,2,0,2,0,3,2,2,0,1,2,0,1,1,0,0,0,0,0,1,0,0,0,61,0,17,0,90,Away,Villarreal,8.7
F. Niño,F,12,10,0,0,1,1,1,2,6,4,1,1,0,2,1,1,3,0,0,0,2,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,33,0,11,0,66,Away,Villarreal,6.5
M. Gómez,M,42,37,4,4,0,0,0,1,2,4,3,3,1,0,1,0,0,0,0,1,1,0,2,1,0,0,1,0,0,0,0,0,1,1,0,0,53,0,5,0,79,Away,Villarreal,8.3
G. Rulli,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Villarreal,0
J. Foyth,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Villarreal,0
J. Costa,D,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,4,Away,Villarreal,0
S. Chakla,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Villarreal,0
P. Estupiñán,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Villarreal,0
R. F. Mori,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Villarreal,0
A. Baena,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Villarreal,0
S. Chukwueze,M,5,4,1,0,0,0,0,0,4,2,3,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,24,Away,Villarreal,6.2
F. Coquelin,M,9,9,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,4,Away,Villarreal,0
D. Raba,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Villarreal,0
C. Bacca,F,5,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,3,0,11,Away,Villarreal,6.6
Y. Pino,F,12,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,5,0,24,Away,Villarreal,6.4
C. Bravo,G,26,23,12,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5,0,4,0,0,0,1,1,36,0,4,0,90,Home,Real Betis Balompié,7.4
Emerson Royal,D,47,37,6,2,5,2,1,1,4,3,0,0,0,0,3,0,2,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,18,0,90,Home,Real Betis Balompié,6.6
M. Bartra,D,46,41,2,1,0,0,3,0,1,5,0,0,0,0,2,1,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1,5,0,90,Home,Real Betis Balompié,6.2
V. Ruiz,D,53,45,5,1,0,0,4,2,3,4,0,0,0,0,2,0,0,0,0,2,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,62,1,8,0,90,Home,Real Betis Balompié,6.8
J. Miranda,D,41,35,3,3,1,0,4,3,7,6,1,0,0,0,1,1,1,0,1,1,1,4,1,0,1,0,0,0,0,0,0,0,1,0,0,0,68,0,12,0,90,Home,Real Betis Balompié,6.7
G. Rodríguez,M,45,38,5,3,0,0,2,0,2,6,0,0,0,1,3,1,0,1,4,2,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,61,0,10,0,90,Home,Real Betis Balompié,7
Joaquín,M,35,28,2,0,4,0,2,1,6,2,1,0,0,0,1,1,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,50,0,16,0,72,Home,Real Betis Balompié,6.1
W. Carvalho,M,44,39,2,1,1,0,1,3,5,3,0,0,0,0,1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,59,0,10,0,80,Home,Real Betis Balompié,6.7
S. Canales,M,59,54,7,7,4,2,0,1,3,4,3,3,2,0,0,0,1,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,9,0,89,Home,Real Betis Balompié,8
A. Ruibal,M,20,16,0,0,0,0,0,1,11,0,0,0,0,0,0,1,5,0,0,5,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,34,0,12,0,72,Home,Real Betis Balompié,6
B. Iglesias,F,20,17,1,1,0,0,0,0,3,3,3,1,0,1,0,0,0,0,0,1,2,0,0,3,1,0,2,0,0,0,0,0,1,1,0,0,42,2,10,0,90,Home,Real Betis Balompié,8.2
J. Robles,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Real Betis Balompié,0
Sidnei,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Real Betis Balompié,0
Á. Moreno,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Real Betis Balompié,0
R. Sánchez,M,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,10,Home,Real Betis Balompié,6.9
D. Lainez,M,17,14,1,0,0,0,0,0,3,4,4,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,7,0,18,Home,Real Betis Balompié,6.5
P. Akouokou,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Real Betis Balompié,0
A. Guardado,M,4,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,Home,Real Betis Balompié,0
Y. Fekir,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Real Betis Balompié,0
Juanmi,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Real Betis Balompié,0
C. Tello,F,8,6,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,18,Home,Real Betis Balompié,6.3
L. Morón,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Real Betis Balompié,0
A. Escandell,G,27,11,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,2,0,0,0,0,0,33,0,16,0,90,Away,Granada,6.5
D. Foulquier,D,21,14,4,2,2,0,0,0,0,5,0,0,0,0,1,0,0,0,3,0,2,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,50,0,10,0,90,Away,Granada,7
D. Duarte,D,24,17,4,0,0,0,0,0,1,4,1,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,7,0,76,Away,Granada,6.5
G. Sánchez,D,28,20,8,2,0,0,2,1,1,4,0,0,0,0,1,0,0,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1,8,0,90,Away,Granada,6.5
Quini,D,22,13,3,1,1,0,1,2,4,6,0,0,0,0,0,0,1,0,4,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,41,0,11,0,90,Away,Granada,6.6
Y. Herrera,M,23,11,3,0,0,0,2,2,3,5,0,0,0,0,0,1,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,29,0,12,0,63,Away,Granada,6.6
M. Gonalons,M,41,32,9,5,1,0,1,1,3,5,1,1,0,0,2,0,2,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,12,0,90,Away,Granada,6.9
A. Puertas,M,18,14,2,2,0,0,2,3,9,6,2,2,0,1,0,2,1,0,2,3,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,30,0,6,0,90,Away,Granada,6.5
Á. Montoro,M,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,13,Away,Granada,6.5
D. Machís,M,23,16,2,0,4,0,0,1,4,4,3,1,1,0,2,0,0,0,1,1,2,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,41,1,16,0,76,Away,Granada,7.7
L. J. Suárez ,F,18,13,1,0,1,0,3,6,8,5,1,1,0,1,0,0,0,0,0,2,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,28,0,7,0,90,Away,Granada,6.7
A. Fàbrega,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Granada,0
R. Silva,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Granada,0
V. Díaz,D,7,2,4,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,14,Away,Granada,5.9
P. Sánchez,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Granada,0
A. Marín,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Granada,0
N. Pérez,D,5,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,14,Away,Granada,6.4
D. Quina,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Granada,0
Y. Eteki,M,7,6,0,0,0,0,2,0,1,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,27,Away,Granada,6.5
F. Vico,M,18,15,0,0,4,0,0,0,3,3,2,1,1,1,1,1,1,0,1,1,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,31,1,10,0,64,Away,Granada,6.6
A. Soro,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Granada,0
J. Molina,F,2,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,13,Away,Granada,6.5
T. Courtois,G,23,20,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,2,29,0,3,0,90,Home,Real Madrid,6.3
Á. Odriozola,D,39,33,0,0,4,0,0,0,2,5,3,2,0,0,0,0,0,0,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,59,1,14,0,90,Home,Real Madrid,6.7
É. Militão,D,66,58,9,3,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,76,0,10,0,90,Home,Real Madrid,6.1
N. Fernández,D,56,53,2,1,1,1,1,3,5,1,0,0,0,0,2,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,62,0,4,0,90,Home,Real Madrid,6.3
Marcelo,D,55,47,5,4,4,1,0,1,5,3,1,0,0,0,0,1,0,0,3,2,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,73,0,13,0,66,Home,Real Madrid,7.1
L. Modrić,M,47,43,6,4,2,0,0,3,3,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,57,0,7,0,66,Home,Real Madrid,7
Casemiro,M,63,57,3,3,2,1,1,1,6,4,1,0,0,0,1,2,1,0,3,1,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,80,0,11,0,90,Home,Real Madrid,7
T. Kroos,M,109,104,12,9,5,0,0,0,4,2,1,0,1,0,0,1,0,0,2,2,0,0,4,0,1,2,0,0,0,0,0,0,0,0,0,0,119,0,11,0,90,Home,Real Madrid,7.9
F. Valverde,M,44,41,4,3,2,0,1,0,5,4,1,0,0,0,1,4,0,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,58,0,9,0,90,Home,Real Madrid,6.9
K. Benzema,F,51,44,2,0,0,0,0,0,2,4,2,2,0,0,1,0,2,0,0,0,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,64,0,12,0,90,Home,Real Madrid,7.3
V. Júnior,F,27,25,0,0,3,1,0,0,3,7,3,3,0,1,1,2,1,0,2,0,2,0,2,1,2,0,0,1,0,0,0,0,0,0,0,0,50,0,8,0,79,Home,Real Madrid,7.2
D. Altube,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Real Madrid,0
A. Lunin,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Real Madrid,0
M. Gutiérrez,D,19,18,0,0,2,0,0,0,1,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,4,0,24,Home,Real Madrid,6.4
A. Blanco,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Real Madrid,0
Isco,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Real Madrid,0
E. Hazard,F,9,9,0,0,1,0,0,0,1,2,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,14,0,2,0,11,Home,Real Madrid,7.4
M. Díaz,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Real Madrid,0
Rodrygo,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Real Madrid,0
M. Asensio,F,12,10,0,0,2,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,18,0,4,0,24,Home,Real Madrid,7.3
Bono,G,33,26,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,3,0,0,0,0,0,45,0,7,0,90,Away,Sevilla,7.1
J. Navas,D,50,40,5,3,2,1,0,0,1,2,2,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,15,0,90,Away,Sevilla,6.6
J. Koundé,D,45,41,2,0,0,0,2,0,2,3,1,1,0,0,0,2,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,54,0,6,0,90,Away,Sevilla,6.3
D. Carlos,D,43,39,6,3,0,0,1,0,2,1,0,0,0,0,1,1,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,55,0,4,0,90,Away,Sevilla,6.6
M. Acuña,D,39,34,4,2,7,1,1,0,4,5,4,2,0,0,2,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,68,0,15,0,90,Away,Sevilla,6.9
J. Jordán,M,51,46,2,1,0,0,1,0,3,7,2,1,0,0,0,2,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,7,0,84,Away,Sevilla,7
Fernando,M,33,32,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,42,0,6,0,90,Away,Sevilla,7.3
I. Rakitić,M,43,41,3,3,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,50,0,5,0,88,Away,Sevilla,7.9
Suso,F,45,35,3,2,0,0,1,0,7,9,6,5,0,0,0,2,1,0,2,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,61,0,12,0,84,Away,Sevilla,7
A. Gómez,F,23,20,2,1,1,1,0,0,2,3,3,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,7,0,56,Away,Sevilla,6.7
L. Ocampos,F,28,20,2,0,0,0,0,0,6,1,3,0,0,0,0,1,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,42,0,15,0,88,Away,Sevilla,6.1
J. Díaz,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Sevilla,0
Tomáš Vaclík,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Sevilla,0
S. Escudero,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Sevilla,0
S. Gómez,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Sevilla,0
K. Rekik,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Sevilla,0
A. Vidal,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Sevilla,0
N. Gudelj,M,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,13,Away,Sevilla,6.3
Ó. Rodríguez,M,3,1,0,0,0,0,0,1,3,2,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,14,Away,Sevilla,6.2
Ó. Torres,M,1,1,0,0,0,0,0,0,2,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,9,Away,Sevilla,6.2
F. Vázquez,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Sevilla,0
Y. En-Nesyri,F,7,4,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,34,Away,Sevilla,6.3
L. d. Jong,F,3,1,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,9,Away,Sevilla,6.4
S. Asenjo,G,29,27,6,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,32,0,2,0,90,Home,Villarreal,5.2
R. Peña,D,30,27,2,2,4,0,2,0,4,8,6,4,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,60,0,11,0,90,Home,Villarreal,6.6
R. Albiol,D,61,57,8,8,0,0,2,2,4,3,0,0,1,0,0,0,0,0,0,2,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,5,0,90,Home,Villarreal,6.7
R. F. Mori,D,65,56,2,2,0,0,3,2,4,6,0,0,0,1,2,0,1,0,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,76,0,10,0,90,Home,Villarreal,6.5
P. Estupiñán,D,18,13,2,0,2,1,1,1,4,4,0,0,0,0,3,1,1,0,2,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40,0,8,0,45,Home,Villarreal,6.2
M. Trigueros,M,57,48,6,4,2,1,0,0,3,3,0,0,1,0,1,0,2,0,1,1,2,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,71,0,15,0,90,Home,Villarreal,7.1
É. Capoue,M,40,38,1,1,0,0,3,0,4,3,0,0,0,0,1,2,1,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,48,0,3,0,54,Home,Villarreal,6
D. Parejo,M,46,41,6,3,2,1,0,2,5,3,1,1,0,0,1,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,9,0,66,Home,Villarreal,6.2
Y. Pino,F,24,20,0,0,2,0,1,0,5,11,9,7,0,0,0,1,0,0,1,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,48,0,13,0,90,Home,Villarreal,7.3
F. Niño,F,14,12,0,0,0,0,1,0,3,5,3,3,0,1,0,1,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,23,2,5,0,66,Home,Villarreal,6.5
M. Gómez,M,24,19,1,0,2,0,1,2,6,1,2,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,35,0,12,0,54,Home,Villarreal,6.8
G. Rulli,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Villarreal,0
P. Torres,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Villarreal,0
M. Gaspar,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Villarreal,0
A. Pedraza,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Villarreal,0
A. Moreno,D,31,27,3,2,2,0,0,0,3,4,2,1,0,0,1,1,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,45,0,7,0,45,Home,Villarreal,6.7
J. Costa,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Villarreal,0
A. Baena,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Villarreal,0
F. Coquelin,M,30,25,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,5,0,36,Home,Villarreal,6.7
G. Moreno,F,17,12,1,1,1,1,0,0,3,2,3,2,0,0,0,0,2,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,27,1,8,0,36,Home,Villarreal,7.3
P. Alcácer,F,5,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,24,Home,Villarreal,6.4
C. Bacca,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Villarreal,0
D. Raba,F,13,12,1,0,4,1,0,0,3,6,4,3,0,0,0,1,1,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,31,0,7,0,24,Home,Villarreal,7.2
I. Villar,G,33,10,31,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,5,0,0,0,0,0,42,0,24,0,90,Away,Celta Vigo,7.2
